"Level","#","Label","Definition","Correct","Attempts","Score %","Part of Speech","Gender"
29,13,"Le point virgule","Semi-colon",,,,,
29,14,"Les parenthèses","Parentheses",,,,,
29,15,"Le point d'exclamation","Exclamation point",,,,,
29,16,"Le soulignement","Underlining",,,,,
29,17,"La virgule","Comma",,,,,
30,1,"S'il vous plaît","Please (formal)",,,,,
30,2,"S'il te plaît","Please (informal)",,,,,
30,3,"Le monsieur
le monsieur
un monsieur","Sir, mister, Mr",,,,"noun","masc"
30,4,"Les messieurs","(Plural of le monsieur)",,,,,
30,5,"La madame","Mrs, Madam
Mrs.",,,,"noun","fem"
30,6,"Les mesdames","(Plural of madame)",,,,,
30,7,"La mademoiselle
une mademoiselle
la mademoiselle","Miss, young lady
young woman",,,,"noun","fem"
30,8,"Les mesdemoiselles","(Plural of mademoiselle)",,,,,
30,9,"Lundi
le lundi
un lundi","Monday",,,,"noun","masc"
30,10,"Le Lundi","On Mondays",,,,,
30,11,"Mardi
le mardi
un mardi","Tuesday",,,,"noun","masc"
30,12,"Mercredi
le mercredi
un mercredi","Wednesday",,,,"noun","masc"
30,13,"Jeudi
un jeudi
le jeudi","Thursday",,,,"noun","masc"
30,14,"Vendredi
le vendredi
un vendredi","Friday",,,,"noun","masc"
30,15,"Samedi
le samedi
un samedi","Saturday",,,,"noun","masc"
30,16,"Dimanche
un dimanche
le dimanche","Sunday",,,,"noun","masc"
30,17,"Ce soir","Tonight (Ce s…)",,,,,
30,18,"Aujourd'hui","Today",,,,"adverb",
30,19,"Demain","Tomorrow (Adv)",,,,,
30,20,"Après-demain","The day after tomorrow (Adv)",,,,,
30,21,"Hier","Yesterday (Adv)",,,,"adverb",
30,22,"Avant-hier","The day before yesterday (Adv)",,,,,
30,23,"Décembre
un décembre","December",,,,"noun","masc"
30,24,"Août
un août","August",,,,"noun","masc"
30,25,"Juillet
un juillet","July",,,,"noun","masc"
30,26,"Juin
un juin","June",,,,"noun","masc"
30,27,"Mai
un mai","May",,,,"noun","masc"
30,28,"Avril
un avril","April",,,,"noun","masc"
30,29,"Mars
un mars","March",,,,"noun","masc"
30,30,"Février
un février","February",,,,"noun","masc"
30,31,"Janvier
un janvier","January",,,,"noun","masc"
30,32,"Septembre
un septembre","September",,,,"noun","masc"
30,33,"Octobre
un octobre","October",,,,"noun","masc"
30,34,"Novembre
un novembre","November",,,,"noun","masc"
30,35,"La saison
une saison
saison","Season",,,,"noun","fem"
30,36,"Le printemps
un printemps
printemps","Spring (the season)",,,,"noun","masc"
30,37,"L'été
un été
été","Summer",,,,"noun","masc"
30,38,"L'automne
un automne
automne","Autumn, fall",,,,"noun","masc"
30,39,"L'hiver
hiver
un hiver","Winter",,,,"noun","masc"
31,1,"Le midi
midi","Midday, noon
lunch time",,,,"noun","masc"
31,2,"Le minuit","Midnight",,,,,
31,3,"Le soleil
un soleil
soleil","Sun",,,,"noun","masc"
31,4,"Le lever du soleil","Sunrise",,,,,
31,5,"Le coucher du soleil","Sunset",,,,,
31,6,"La lune
une lune
lune","Moon",,,,"noun","fem"
31,7,"Le cheval
un cheval
cheval","Horse",,,,"noun","masc"
31,8,"Le chien
un chien
chien","Dog",,,,"noun","masc"
31,9,"Le livre
un livre
livre","Book",,,,"noun","masc"
31,10,"Le bruit
un bruit
bruit","Noise",,,,"noun","masc"
31,11,"La colombe","Dove",,,,,
31,12,"La chemise
une chemise
chemise","Shirt",,,,"noun","fem"
31,13,"La maison
une maison
maison","House",,,,"noun","fem"
31,14,"La liberté
une liberté
liberté","Liberty, freedom",,,,"noun","fem"
31,15,"La fille","Girl; daughter",,,,,
31,16,"Le fils","Son (F…)",,,,,
31,17,"L'enfant
un enfant
enfant","Child",,,,"noun","masc"
31,18,"Les filles","Daughters (plural of la fille)",,,,,
31,19,"Les fils","Sons (plural of le fils)",,,,,
31,20,"Le cours
un cours
cours","Course",,,,"noun","masc"
31,21,"Les cours","(Plural of le cours)",,,,,
31,22,"L'élève","Schoolchild, pupil, student (É...) (Masc or fem)",,,,,
31,23,"L'heure","Hour (Fem)",,,,,
31,24,"Le héros
un héros
héros","Hero (example of aspirated h)",,,,"noun","masc"
31,25,"La personne","(Grammar) Person; (other contexts) person",,,,,
31,26,"L'homme","Man",,,,,
31,27,"La femme
femme
une femme","Woman; wife",,,,"noun","fem"
31,28,"Le garçon
garçon
un garçon","Boy; waiter
boy",,,,"noun","masc"
31,29,"La fillette
une fillette
fillette","Little girl",,,,"noun","fem"
31,30,"Le copain
un copain
copain","Buddy, pal
mate
chum",,,,"noun","masc"
31,31,"La copine","Female friend (Cop…)",,,,,
31,32,"La pomme
une pomme
pomme","Apple",,,,"noun","fem"
31,33,"La poire
une poire
poire","Pear",,,,"noun","fem"
31,34,"Le chaton","Kitten, kitty (baby cat) (Ch...)",,,,,
31,35,"Le minou","(colloquial, infantile) kitty; (slang) pussy (Min…)",,,,,
31,36,"Voici","Here is, this is, here come (Adv)",,,,"adverb",
31,37,"Voilà","There is, there's (Adv)",,,,"adverb",
31,38,"L'Australie
Australie","Australia",,,,"noun","fem"
31,39,"Australien","Australian (Adj) (Masc)",,,,"adjective",
31,40,"Australienne","Australian (Adj) (Fem)",,,,,
31,41,"Intéressant","Interesting (Adj)",,,,,
31,42,"Lent
lente","Slow (Adj)",,,,"adjective",
31,43,"Lentement","Slowly (Adv)",,,,"adverb",
31,44,"Rapide","Fast (Adj)
rapid",,,,"adjective",
31,45,"Rapidement","Quickly, rapidly, fast (Adv)",,,,"adverb",
31,46,"Amusant","Amusing, funny; fun (Adj)",,,,,
31,47,"Le camion
un camion
camion","Truck
lorry",,,,"noun","masc"
31,48,"La voiture
une voiture
voiture","Car",,,,"noun","fem"
31,49,"Moyen
moyenne","Average (Adj)",,,,"adjective",
31,50,"Gros","Fat (Adj)",,,,,
31,51,"Grand
grande","Tall, high, big (Adj)",,,,"adjective",
31,52,"Haut
haute","High (Adj)",,,,"adjective",
31,53,"Blond
blonde","Blond (Adj)",,,,"adjective",
32,1,"Sympa","Nice (slang) (Adj)",,,,"adjective",
32,2,"Sympathique","Nice, kind, friendly, likeable (Adj) (Sy…)",,,,,
32,3,"Amusant","Amusing, funny; fun (Adj)",,,,,
32,4,"Intelligent","Intelligent (Adj)",,,,,
32,5,"Intéressant","Interesting (Adj)",,,,,
32,6,"Patient","Patient (Adj)",,,,,
32,7,"Sociable","Sociable (Adj)",,,,,
32,8,"Timide","Timid, shy (Adj) (T…)",,,,,
32,9,"Dynamique","Dynamique (Adj)",,,,,
32,10,"Gentil","Helpful, kind (Adj) (G…)",,,,,
32,11,"Strict
stricte","Strict (Adj)",,,,"adjective",
32,12,"Fort
forte","Strong (Adj)",,,,"adjective",
32,13,"Faible","Weak, frail (Adj)
feeble",,,,"adjective",
32,14,"Facile","Easy (Adj)",,,,"adjective",
32,15,"Difficile","Difficult (Adj)",,,,"adjective",
32,16,"Similaire","Similar (Adj) (Si...)",,,,"adjective",
32,17,"Différent
différente","Different (Adj)",,,,"adjective",
32,18,"Divers
diverses","Diverse (Adj)",,,,"adjective",
32,19,"Sonore","Resounding, loud (Adj)
ringing
sonorous",,,,"adjective",
32,20,"Tranquille","Quiet, tranquil (Adj)",,,,"adjective",
32,21,"Impoli
impolie","Rude (Adj) (Im...)",,,,"adjective",
32,22,"Malpoli
malpolie","Rude, impolite (Adj) (Malp...)",,,,"adjective",
32,23,"Poli","Polite (Adj)",,,,,
32,24,"Stupide","Stupid (Adj)",,,,,
32,25,"Diligent","Diligent (Adj) (D…)",,,,,
32,26,"Dur
dure","Hard (Adj)",,,,"adjective",
32,27,"Doux","Sweet (Adj)",,,,,
32,28,"Léger
légère","Light (Adj)",,,,"adjective",
32,29,"Lourd
lourde","Heavy (Adj)",,,,"adjective",
32,30,"Chiant
chiants
chiantes
chiante","Annoying (slang) (Ch...)",,,,"adjective",
32,31,"Ennuyeux
ennuyeuse","Boring, dull (Adj)",,,,"adjective",
32,32,"Heureux
heureuse","Happy (Adj)",,,,"adjective",
32,33,"Content
contente","Glad, happy (Adj)",,,,"adjective",
32,34,"Triste","Sad",,,,"adjective",
32,35,"Fâché","Angry (Adj) (Fâ…)",,,,,
32,36,"Ravi","Thrilled, overjoyed, delighted, ravished, chuffed (Adj)",,,,,
32,37,"Drôle","Funny (Adj)",,,,"adjective",
32,38,"Étrange","Strange (Adj)",,,,"adjective",
32,39,"Anormal
anormale","Abnormal (Adj)",,,,"adjective",
32,40,"Curieux
curieuse","Curious (Adj)",,,,"adjective",
32,41,"Fermé","Shut, closed (Adj)",,,,,
32,42,"Pauvre","Poor (Adj)",,,,"adjective",
32,43,"Riche","Rich (Adj)",,,,"adjective",
32,44,"Sec
sèche","Dry (Adj)",,,,"adjective",
32,45,"Vide","Empty (Adj)",,,,,
32,46,"Bon marché","Cheap, inexpensive (Adj) (Bon ma…)",,,,,
32,47,"Lourd","Heavy (Adj)",,,,,
32,48,"Mou","Soft, pliable (Adj)",,,,,
32,49,"Foncé","(of a colour) dark (having a dark shade) (Adj)",,,,,
32,50,"Léger
légère","Light (Adj) (Lég...)",,,,"adjective",
32,51,"Mouillé
mouillée","Wet (Adj)",,,,"adjective",
32,52,"Ouvert","Open (Adj)",,,,,
32,53,"Fou","Mad, crazy (Adj) (F…)",,,,,
33,1,"La famille
une famille
famille","Family",,,,"noun","fem"
33,2,"La famille de langues","Language family",,,,,
33,3,"La mère
une mère
mère","Mother",,,,"noun","fem"
33,4,"Le père
un père
père","Father, dad",,,,"noun","masc"
33,5,"La femme
femme
une femme","Woman; wife",,,,"noun","fem"
33,6,"Le mari
un mari
mari","Husband",,,,"noun","masc"
33,7,"La sœur
une soeur
soeur","Sister",,,,"noun","fem"
33,8,"Le frère
un frère
frère","Brother",,,,"noun","masc"
33,9,"L'enfant
un enfant
enfant","Child",,,,"noun","masc"
33,10,"La fille","Girl; daughter",,,,,
33,11,"Le fils","Son (F…)",,,,,
33,12,"Les fils","Sons (plural of le fils)",,,,,
33,13,"La famille éloignée","Extended family",,,,,
33,14,"Les grand-parents","Grandparents",,,,,
33,15,"Le grand-père","Grandfather",,,,,
33,16,"La grand-mère","Grandmother",,,,,
33,17,"Les petits-enfants","Grandchildren",,,,,
33,18,"La petite-fille","Granddaughter",,,,,
33,19,"Le petit-fils","Grandson",,,,,
33,20,"La petite amie","Girlfriend",,,,,
33,21,"Le petit ami
un petit ami
petit ami","Boyfriend",,,,"phrase","masc"
33,22,"L'oncle
un oncle
oncle","Uncle",,,,"noun","masc"
33,23,"La tante
une tante
tante","Aunt",,,,"noun","fem"
33,24,"Le tonton","(Childish) Uncle",,,,,
33,25,"La tati","(Childish) Aunt",,,,,
33,26,"Le neveu
un neveu
neveu","Nephew",,,,"noun","masc"
33,27,"La nièce
une nièce
nièce","Niece",,,,"noun","fem"
33,28,"Le cousin","Cousin (male)",,,,,
33,29,"La cousine","Cousin (female)",,,,,
33,30,"La belle-mère","Stepmother",,,,,
33,31,"Le beau-père","Stepfather",,,,,
33,32,"La demi-sœur","Half-sister",,,,,
33,33,"Le demi-frère","Half-brother",,,,,
34,1,"Écouter","(intransitive) to listen; (transitive) to listen to",,,,,
34,2,"Habiter","To live in
live in",,,,"verb",
34,3,"S'amuser","To enjoy oneself
enjoy oneself
to have fun
have fun",,,,"verb",
34,4,"Travailler","To work
work",,,,"verb",
34,5,"Jouer","To play
play",,,,"verb",
34,6,"Finir","To finish (F...)
finish",,,,"verb",
34,7,"Attendre","To expect (Att...)
expect
to wait
wait",,,,"verb",
34,8,"Assister","To assist; (intransitive, followed by à) to attend, to be present
assist",,,,"verb",
34,9,"Détester","To hate
hate
to detest
detest",,,,"verb",
34,10,"Rentrer","To go back to, to return (Ren...)
go back to
return",,,,"verb",
34,11,"Retourner","To return, go back
return
go back",,,,"verb",
34,12,"Tourner","To turn, to go around
turn
go around",,,,"verb",
34,13,"Aimer","To like
like
love
to love",,,,"verb",
34,14,"Courir","To run
run",,,,"verb",
34,15,"Couvrir","To cover
cover",,,,"verb",
34,16,"Fermer","To close
close",,,,"verb",
34,17,"Ouvrir","To open
open",,,,"verb",
34,18,"Lire","To read
read",,,,"verb",
34,19,"Dire","To say
say",,,,"verb",
34,20,"Deviner","To guess; to work out, figure out; to sense, perceive (Dev…)",,,,,
34,21,"Devoir","To have to (D...)
have to",,,,"verb",
34,22,"Devenir","To become
become",,,,"verb",
34,23,"Manger","To eat
eat",,,,"verb",
34,24,"Boire","To drink
drink",,,,"verb",
34,25,"Conduire","To drive (a vehicle) (Con…)",,,,,
34,26,"Remplacer","To replace
replace",,,,"verb",
34,27,"Accueillir","To welcome, to accommodate",,,,,
34,28,"Accomplir","To fulfill, to accomplish
accomplish
fulfill
to fulfil
fulfil",,,,"verb",
34,29,"Accompagner","To accompany
accompany",,,,"verb",
34,30,"Prendre","To take; to eat / drink (P…)",,,,,
34,31,"Le bibliothécaire
La bibliothécaire","Librarian (can be male or female)",,,,,
34,32,"La bibliothèque
une bibliothèque
bibliothèque","Library",,,,"noun","fem"
34,33,"Le parc
un parc
parc","Park",,,,"noun","masc"
34,34,"La piscine","Pool",,,,,
34,35,"La plage
une plage
plage","Beach",,,,"noun","fem"
34,36,"Le restaurant
un restaurant
restaurant","Restaurant",,,,"noun","masc"
34,37,"La salle","The hall; room (in a house) (S...)",,,,,
34,38,"La salle de classe","The classroom",,,,,
34,39,"La salle de séjour
une salle de séjour
salle de séjour","Living room, family room",,,,"noun","fem"
34,40,"La salle de bain
une salle de bain
salle de bain","Bathroom",,,,"noun","fem"
34,41,"La salle de concert","Concert hall",,,,,
34,42,"Le stade
un stade
stade","Stadium",,,,"noun","masc"
34,43,"Le théâtre
un théâtre
théâtre","Theatre (venue for performing plays and drama)
theater",,,,"noun","masc"
34,44,"La librairie
une librairie
librairie","Bookstore",,,,"noun","fem"
35,1,"Jouer au baseball","To play baseball",,,,,
35,2,"Jouer au basket","To play basketball",,,,,
35,3,"Jouer au football","To play soccer",,,,,
35,4,"Jouer au football américain","To play American football",,,,,
35,5,"Jouer au golf","To play golf",,,,,
35,6,"Jouer au tennis","To play tennis",,,,,
35,7,"Jouer au volley","To play volleyball",,,,,
35,8,"Jouer aux cartes","To play cards",,,,,
35,9,"Jouer aux dames","To play checkers",,,,,
35,10,"Jouer aux échecs","To play chess",,,,,
35,11,"Jouer du piano","To play piano",,,,,
35,12,"Jouer de la guitare","To play guitar",,,,,
35,13,"Jouer du violon","To play violin",,,,,
35,14,"Jouer de la batterie","To play drums",,,,,
35,15,"Jouer de l'harmonica","To play the harmonica",,,,,
35,16,"Jouer de la trompette","To play the trumpet",,,,,
35,17,"Jouer du violoncelle","To play the cello",,,,,
35,18,"Jouer au poker","To play poker",,,,,
35,19,"Jouer à la canasta","To play canasta",,,,,
36,1,"La maison
une maison
maison","House",,,,"noun","fem"
36,2,"La maisonnette","Small house (Mai…)",,,,,
36,3,"Le pavillon","Detached house, individual house",,,,,
36,4,"L'immeuble
un immeuble
immeuble","Building, block of flats, apartment building
apartment block",,,,"noun","masc"
36,5,"L'appartement
un appartement
appartement","Flat, apartment",,,,"noun","masc"
36,6,"Le studio
un studio
studio","Studio (apartment)",,,,"noun","masc"
36,7,"H.L.M.","Low income housing (Habitations à Loyer Modéré)",,,,,
36,8,"Le quartier
un quartier
quartier","Quarter, district, neighborhood (Q...)
quarter",,,,"noun","masc"
36,9,"La banlieue
une banlieue
banlieue","Suburbs, inner city
projects
council estate",,,,"noun","fem"
36,10,"La pièce","Room; piece; (money) coin (P...)",,,,,
36,11,"La chambre","The bedroom, any room (C...)",,,,,
36,12,"La cave
une cave
cave","Cellar, basement",,,,"noun","fem"
36,13,"Le grenier","Attic",,,,,
36,14,"La cuisine","Kitchen; cuisine",,,,,
36,15,"La salle à manger","Dining room",,,,,
36,16,"La salle de séjour
une salle de séjour
salle de séjour","Living room, family room",,,,"noun","fem"
36,17,"La chambre à coucher","Bedroom (specifically) (Cha…à cou…)",,,,,
36,18,"Le garage
un garage
garage","Garage",,,,"noun","masc"
36,19,"Les toilettes
toilettes
des toilettes","Restroom, WC (no singular)
water closet
washroom
loo
toilet
water-closet
toilet room",,,,"noun plural","fem"
36,20,"Le bureau
un bureau
bureau","Desk; office",,,,"noun","masc"
36,21,"La rue
une rue
rue","Street",,,,"noun","fem"
36,22,"La vue
une vue
vue","View",,,,"noun","fem"
36,23,"La belle vue
Belle vue","Good view (Bel…vu…)",,,,,
36,24,"L'étage
un étage
étage","Floor, level, story",,,,"noun","masc"
36,25,"Le rez-de-chaussée","Lobby, ground floor",,,,,
36,26,"Le premier étage","The second floor (in American lingo)",,,,,
36,27,"Le deuxième étage","The third floor (in American lingo)",,,,,
36,28,"Le troisième étage","The fourth floor (in American lingo)",,,,,
36,29,"Le centre-ville","City center",,,,,
36,30,"La ville
une ville
ville","City",,,,"noun","fem"
36,31,"Le village
un village
village","Village (Vi...)",,,,"noun","masc"
36,32,"La bourgade","Village (Bour…)",,,,,
36,33,"Le plafond
un plafon
plafond","Ceiling",,,,"noun","masc"
36,34,"Le sol
un sol
sol","Floor, ground",,,,"noun","masc"
36,35,"La fenêtre
fenêtre
une fenêtre","Window",,,,"noun","fem"
36,36,"Le mur
mur
un mur","Wall",,,,"noun","masc"
36,37,"Le toit
un toit
toit","Roof (T...)",,,,"noun","masc"
36,38,"Les escaliers","The stairs (Es…)",,,,,
36,39,"L'escalier","Step; staircase (Es…)",,,,,
36,40,"L'ascenseur","Elevator, lift (A…)",,,,,
36,41,"Prendre l'ascenseur","To take the elevator",,,,,
36,42,"Monter à pied","To go up by foot (take the stairs)",,,,,
36,43,"Monter en ascenseur","To go up by elevator",,,,,
36,44,"La porte
une porte
porte","Door",,,,"noun","fem"
36,45,"L'entrée","Entryway",,,,,
36,46,"La terrasse","Patio",,,,,
36,47,"Le balcon","Balcony (B...)",,,,,
36,48,"Le jardin
un jardin
jardin","Garden",,,,"noun","masc"
36,49,"La fleur
une fleur
fleur","Flower",,,,"noun","fem"
36,50,"L'arbre","Tree",,,,"noun","masc"
36,51,"La cour","Courtyard",,,,,
36,52,"Le voisin
un voisin
voisin","Neighbor (male)
neighbor",,,,"noun","masc"
36,53,"La voisine","Neighbor (female)",,,,,
36,54,"Le rideau
un rideau
rideau","Curtain",,,,"noun","masc"
36,55,"La chaise
une chaise
chaise","Chair",,,,"noun","fem"
36,56,"La table
une table
table","Table",,,,"noun","fem"
36,57,"L'armoire","Cupboard",,,,,
36,58,"Le lit
un lit
lit","Bed",,,,"noun","masc"
36,59,"Le tapis
un tapis
tapis","Carpet, rug",,,,"noun","masc"
36,60,"Le fauteuil
un fauteuil
fauteuil","Armchair",,,,"noun","masc"
36,61,"Arriver à la maison","To arrive home",,,,,
36,62,"Rentrer à la maison","To return home (Ren...)",,,,,
36,63,"Quitter la maison","To leave home",,,,,
36,64,"Habiter en ville","To live in the city",,,,,
36,65,"Habiter en banlieue","To live in a suburb",,,,,
37,1,"Défaire","To undo; demolish
undo",,,,"verb",
37,2,"Malfaire","(archaic) do wrong (Malf…)",,,,,
37,3,"Refaire","To redo, remake (Ref…)",,,,,
37,4,"Détruire","To destroy
destroy",,,,"verb",
37,5,"Détruit","Destroyed (Adj)",,,,,
37,6,"Dangereux
dangereuse","Dangerous",,,,"adjective",
37,7,"Sauf","Safe (from harm) (Adj)",,,,,
37,8,"Sûr
sûre","Sure (Adj)",,,,"adjective",
37,9,"La destruction
une destruction
destruction","Destruction",,,,"noun","fem"
37,10,"La guerre civile","Civil War",,,,,
37,11,"La guerre
guerre
une guerre","War",,,,"noun","fem"
37,12,"Le musulman
musulmane","Muslim",,,,"adjective",
37,13,"Le chrétien
chrétienne","Christian",,,,"adjective",
37,14,"Croire","To believe
believe",,,,"verb",
37,15,"Le croyant
un croyant
croyant","Believer",,,,"noun","masc"
37,16,"Faire attention","To pay attention",,,,,
37,17,"Faire une promenade","To take a walk (Faire une pr...)",,,,,
37,18,"Faire confiance","To trust
trust",,,,"verb",
37,19,"Faire la queue","To wait in line",,,,,
37,20,"Faire connaissance","To get acquainted",,,,,
37,21,"S'en faire","To worry",,,,,
37,22,"Faire la morale","To scold",,,,,
37,23,"Faire la cuisine","To do the cooking (like a chore)",,,,,
37,24,"Faire le lit","To make the bed (like a chore)",,,,,
37,25,"Faire le ménage","To do the housework",,,,,
37,26,"Faire les courses","To do the shopping, errands",,,,,
37,27,"Faire le repassage","To do the ironing",,,,,
37,28,"L'ordinateur
un ordinateur
ordinateur","Computer",,,,"noun","masc"
37,29,"Téléphonique","Telephone, phone (of or pertaining to) (Adj)",,,,"adjective",
37,30,"L'avocat
un avocat
avocat","Lawyer
sollicitor
barrister
attorney",,,,"noun","masc"
37,31,"Le médecin
un médecin
médecin","Doctor, GP
general practitioner
family doctor",,,,"noun","masc"
37,32,"Le soldat
un soldat
soldat","Soldier",,,,"noun","masc"
37,33,"La légion
une légion
légion","Legion",,,,"noun","fem"
37,34,"Les devoirs
devoirs
des devoirs","Homework
schoolwork",,,,"noun plural","masc"
37,35,"Devoir","To have to (D...)
have to",,,,"verb",
37,36,"Vendre","To sell
sell",,,,"verb",
37,37,"Acheter","To buy
buy
to purchase
purchase",,,,"verb",
37,38,"Racheter","To buy out, buy off; (reflexive) to make amends
buy back",,,,"verb",
37,39,"Appeler","To call
call",,,,"verb",
37,40,"Préférer","To prefer
prefer",,,,"verb",
37,41,"La préférence
une préférence
préférence","Preference",,,,"noun","fem"
37,42,"Préférable","Preferable",,,,"adjective",
37,43,"Lever","To raise (L...)
raise",,,,"verb",
37,44,"Mener","To drive, to take (M...)
drive
take",,,,"verb",
37,45,"Changer","To change
change",,,,"verb",
37,46,"Échanger","To exchange
exchange",,,,"verb",
37,47,"Belge","Belgian (Adj)",,,,"adjective",
37,48,"Suivre","To follow (S...)
follow",,,,"verb",
37,49,"Le livre
un livre
livre","Book",,,,"noun","masc"
38,1,"Le soleil
un soleil
soleil","Sun",,,,"noun","masc"
38,2,"Le ciel
un ciel
ciel","Sky",,,,"noun","masc"
38,3,"Dégagé","Clear (of the sky, weather) (Adj)",,,,,
38,4,"Chaud","Hot (Adj) (Ch…)",,,,,
38,5,"Froid
froide","Cold",,,,"adjective",
38,6,"Briller","To shine (of the sun)
shine",,,,"verb",
38,7,"Le brouillard
un brouillard
brouillard","Fog",,,,"noun","masc"
38,8,"La bruine","Drizzle (Br…)",,,,,
38,9,"La pluie
pluie","Rain",,,,"noun","fem"
38,10,"La goutte","Droplet, drop",,,,,
38,11,"La goutte de pluie","Raindrop",,,,,
38,12,"Le nuage
un nuage
nuage","Cloud",,,,"noun","masc"
38,13,"Nuageux","Cloudy (Adj)",,,,,
38,14,"Couvert","Covered; (of weather) overcast (Adj)",,,,,
38,15,"Le vent
vent
un vent","Wind",,,,"noun","masc"
38,16,"Souffler","To blow (of wind)",,,,,
38,17,"La neige
une neige
neige","Snow",,,,"noun","fem"
38,18,"Neiger","(impersonal) To snow",,,,,
38,19,"La grêle","Hail",,,,,
38,20,"Pleuvoir","To rain
rain",,,,"verb",
38,21,"Pluvieux","Rainy (Adj)",,,,,
38,22,"Le temps","Time; weather",,,,,
38,23,"Le tonnerre","Thunder",,,,,
38,24,"Agité","Stormy (Adj) (A...)",,,,,
38,25,"La tempête
une tempête
tempête","Storm, tempest (T...)
tempest",,,,"noun","fem"
38,26,"L'éclair","Flash (of lightning)",,,,,
38,27,"La foudre
une foudre
foudre","Lightning",,,,"noun","fem"
38,28,"L'orage
un orage
orage","Storm, thunderstorm",,,,"noun","masc"
38,29,"Orageux","Stormy (Adj) (O...)",,,,,
39,1,"L'école
une école
école","School",,,,"noun","fem"
39,2,"Leur","Their (possessive pronoun)",,,,,
39,3,"L'aéroport
un aéroport
aéroport","Airport",,,,"noun","masc"
39,4,"Le billet
un billet
billet","Ticket (for train, plane)",,,,"noun","masc"
39,5,"Le ticket","Ticket (for bus, metro)",,,,,
39,6,"La poste
poste
une poste","Post office
post-office",,,,"noun","fem"
39,7,"La station
une station
station","Station",,,,"noun","fem"
39,8,"La gare
une gare
gare","Train station",,,,"noun","fem"
39,9,"La station de bus","Bus station",,,,,
39,10,"Le métro
métro
un métro","Tube, underground
subway",,,,"noun","masc"
39,11,"Les bagages","Baggage",,,,,
39,12,"La valise","Suitcase",,,,,
39,13,"L'auto
une auto
auto","Car (feminine) (Au...)",,,,"noun","fem"
39,14,"L'avion
un avion
avion","Plane, aircraft (masc)",,,,"noun","masc"
39,15,"L'autobus
un autobus
autobus","Bus",,,,"noun","masc"
39,16,"Le bateau
un bateau
bateau","Boat",,,,"noun","masc"
39,17,"Le train
un train
train","Train",,,,"noun","masc"
39,18,"Le taxi
un taxi
taxi","Taxi",,,,"noun","masc"
39,19,"La voiture
une voiture
voiture","Car",,,,"noun","fem"
39,20,"La chambre","The bedroom, any room (C...)",,,,,
39,21,"La chambre de libre","A free (available) room (at a hotel)",,,,,
39,22,"Mettre","To put (M...)
put",,,,"verb",
39,23,"Connaître","To know (used for people and places and represents a personal acquaintance or familiarity)
know",,,,"verb",
39,24,"Savoir","To know (used for facts, things known by heart, or abilities)
to know",,,,"verb",
39,25,"Écouter de la musique","To listen to music",,,,,
39,26,"Les paroles","Lyrics (of a song)",,,,,
39,27,"Le musicien
un musicien
musicien","Musician",,,,"noun","masc"
39,28,"Le compositeur","Composer",,,,,
39,29,"L'instrument
un instrument
instrument","Instrument",,,,"noun","masc"
39,30,"La harpe
une harpe
harpe","Harp (instrument)",,,,"noun","fem"
39,31,"Le piano
un piano
piano","Piano",,,,"noun","masc"
39,32,"La flûte
une flûte
flûte","Flute (instrument)",,,,"noun","fem"
39,33,"La guitare
une guitare
guitare","Guitar",,,,"noun","fem"
39,34,"Le musée du Louvre","Musée du Louvre",,,,,
39,35,"Beau
belle","Good looking (Adj)
beautiful
handsome",,,,"adjective",
39,36,"Bel","(Masculine single of beau before vowel)",,,,,
39,37,"Belle","(Feminine form of beau)",,,,,
39,38,"Vieux","Old (Adj) (V…)",,,,,
39,39,"Vieil","(form of vieux used before a masculine singular noun that starts with a vowel or mute h)",,,,,
39,40,"Vieille","(Feminine singular form of vieux)",,,,,
39,41,"Vieilles","(Feminine plural form of vieux)",,,,,
39,42,"Nouveau
nouvelle","New (Adj)",,,,"adjective",
39,43,"Nouvel","(Form of nouveau used before a masculine noun that starts with a vowel sound)",,,,,
39,44,"Nouvelles","(Feminine plural form of nouveau)",,,,,
39,45,"L'idée
une idée
idée","Idea",,,,"noun","fem"
39,46,"L'individu
un individu
individu","Individual (Noun)",,,,"noun","masc"
39,47,"Individuel
individuelle","Individual (Adj)",,,,"adjective",
39,48,"L'ordre
un ordre
ordre","Order",,,,"noun","masc"
39,49,"Joli
jolie","Pretty (Adj)",,,,"adjective",
39,50,"Jolie","(Feminine form of joli)",,,,,
39,51,"Le théâtre
un théâtre
théâtre","Theatre
theater",,,,"noun","masc"
39,52,"La pièce","Piece (theatrical, literary)",,,,,
39,53,"L'acte
un acte
acte","Act",,,,"noun","masc"
39,54,"L'acteur
un acteur
acteur","Actor",,,,"noun","masc"
39,55,"L'actrice
une actrice
actrice","Actress",,,,"noun","fem"
39,56,"La scène
une scène
scène","Stage",,,,"noun","fem"
39,57,"L'entracte","Intermission",,,,,
39,58,"Chanter","To sing
sing",,,,"verb",
39,59,"Danser","To dance
dance",,,,"verb",
39,60,"Le chanteur
un chanteur
chanteur","Singer",,,,"noun","masc"
39,61,"Le danseur
un danseur
danseur","Dancer",,,,"noun","masc"
39,62,"Le ballet","Ballet",,,,,
39,63,"La comédie
une comédie
comédie","Comedy",,,,"noun","fem"
39,64,"Le comédien
un comédien
comédien","Comedian",,,,"noun","masc"
39,65,"La comédienne","(Feminine version of comédien)",,,,,
