Level	Label	Definition
39	Connaître	"To know (used for people and places and represents a personal acquaintance or familiarity)
know"
39	Savoir	"To know (used for facts, things known by heart, or abilities)
to know"
39	Écouter de la musique	To listen to music
39	Les paroles	Lyrics (of a song)
39	"Le musicien
un musicien
musicien"	Musician
39	Le compositeur	Composer
39	"L'instrument
un instrument
instrument"	Instrument
39	"La harpe
une harpe
harpe"	Harp (instrument)
39	"Le piano
un piano
piano"	Piano
39	"La flûte
une flûte
flûte"	Flute (instrument)
39	"La guitare
une guitare
guitare"	Guitar
39	Le musée du Louvre	Musée du Louvre
39	"Beau
belle"	"Good looking (Adj)
beautiful
handsome"
39	Bel	(Masculine single of beau before vowel)
39	Belle	(Feminine form of beau)
39	Vieux	Old (Adj) (V…)
39	Vieil	(form of vieux used before a masculine singular noun that starts with a vowel or mute h)
39	Vieille	(Feminine singular form of vieux)
39	Vieilles	(Feminine plural form of vieux)
39	"Nouveau
nouvelle"	New (Adj)
39	Nouvel	(Form of nouveau used before a masculine noun that starts with a vowel sound)
39	Nouvelles	(Feminine plural form of nouveau)
39	"L'idée
une idée
idée"	Idea
39	"L'individu
un individu
individu"	Individual (Noun)
39	"Individuel
individuelle"	Individual (Adj)
39	"L'ordre
un ordre
ordre"	Order
39	"Joli
jolie"	Pretty (Adj)
39	Jolie	(Feminine form of joli)
39	"Le théâtre
un théâtre
théâtre"	"Theatre
theater"
39	La pièce	"Piece (theatrical, literary)"
39	"L'acte
un acte
acte"	Act
39	"L'acteur
un acteur
acteur"	Actor
39	"L'actrice
une actrice
actrice"	Actress
39	"La scène
une scène
scène"	Stage
39	L'entracte	Intermission
39	Chanter	"To sing
sing"
39	Danser	"To dance
dance"
39	"Le chanteur
un chanteur
chanteur"	Singer
39	"Le danseur
un danseur
danseur"	Dancer
39	Le ballet	Ballet
39	"La comédie
une comédie
comédie"	Comedy
39	"Le comédien
un comédien
comédien"	Comedian
39	La comédienne	(Feminine version of comédien)
39	"Le drame
un drame
drame"	"Drama, tragedy, tragic event"
39	"La tragédie
une tragédie
tragédie"	"Tragedy, disaster"
39	Apprendre	"To learn
learn"
39	Comprendre	"To understand
understand
to comprehend
comprehend"
39	Se méprendre	To be mistaken
39	Surprendre	"To surprise
surprise"
40	"Prendre conscience (de)
Prendre conscience de
Prendre conscience...
Prendre conscience de...
Prendre conscience"	To become aware (of)
40	Prendre la correspondance	To change trains
40	Prendre une décision	To make a decision
40	Prendre l'ascenseur	To take the elevator
40	Prendre des kilos	To gain weight
40	"Prendre part (à)
Prendre part à
Prendre part à...
Prendre part..."	To take part (in)
40	Prendre la parole	To start talking
40	Prendre le pas sur	To surpass (Pren...)
40	Prendre le petit déjeuner	To eat breakfast
40	Prendre rendez-vous	To make an appointment
40	Prendre le métro	To take the subway
40	Prendre un café	To have a coffee
41	"Le savant
un savant
savant"	Scholar (Sa...)
41	En général	Generally (En g...)
41	Généraliser	"To generalise
generalise
to generalize
generalize"
41	Généralement	Generally (Gén...)
41	"Le scientifique
La scientifique"	Scientist (Scienti...) (Can be masc or fem)
41	Observer	"To observe, watch; to note, notice (O…)"
41	"Analyser
étudier"	"To analyse
analyse
study
to study
analyze
to analyze"
41	"La physique
physique"	Physics
41	Le physicien	Physicist
41	"La chimie
une chimie
chimie"	Chemistry
41	Le chimiste	Chemist
41	La biologie	Biology
41	La botanique	Botany
41	L'anatomie	Anatomy
41	La zoologie	Zoology
41	Le biologiste	Biologist
41	"La cellule
une cellule
cellule"	Cell
41	"L'argent
argent"	Money; silver
41	"L'or
or"	Gold
41	Doré	Golden (Adj)
41	"Le poisson rouge
un poisson rouge
poisson rouge"	Goldfish
41	Le cuivre	Copper
41	"Le fer
un fer
fer"	Iron
41	Le soufre	Sulphur
41	Mercure	Mercury
41	Vénus	Venus
41	"Terre
une terre
terre"	Earth
41	Mars	Mars
41	Jupiter	Jupiter
41	Saturne	Saturn
41	Uranus	Uranus
41	Neptune	Neptune
41	Pluton	Pluto
41	L'étoile	Star
41	"Le soleil
un soleil
soleil"	Sun
41	"La lune
une lune
lune"	Moon
42	"Le professeur
un professeur
professeur"	Teacher; professor
42	"La bourse
bourse
une bourse"	Scholarship
42	"Le diplôme
un diplôme
diplôme"	Diploma
42	Le bac	(informal) high school exit exam in France; A level
42	Le baccalauréat	"Baccalaureat (≈ A-level, high school diploma) (bac is short for this)"
42	"La bibliothèque
une bibliothèque
bibliothèque"	Library
42	Les notes	Grades (on a test)
42	Le cours	"Class, course (Cou…)"
42	La classe	"Grade (I.e. 6th grade); class, type, group; class (in school)"
42	"Le tableau
un tableau
tableau"	"Chalkboard, board"
42	La craie	Chalk
42	Le pupitre	Desk
42	La cantine	Cafeteria (Can...)
42	Déjeuner	"To have lunch
lunch
have lunch
to lunch"
42	La deuxième classe	10th grade
42	La première classe	11th grade
42	La classe terminale	12th grade
42	Passer un examen	To take an exam
42	Réussir un examen	To pass an exam
42	Rater un examen	To fail an exam
42	Poser une question	To ask a question (P...une q...)
42	Lever la main	To raise (one's hand)
42	Entendre	"To hear
hear"
42	Regarder	"To look, to watch
look
watch"
42	L'étudiant	Student (Male)
42	L'étudiante	Student (Female)
42	Le collège	Jr. high school (grades 6-9)
42	Le lycée	High school (grades 10-12)
42	Le collégien	Jr. high school student
42	Le lycéen	High school student
42	L'université	The university (institution of higher education)
42	La fac	"(informal, France) university (like faks)"
42	La faculté	Department (of a university); (by extension) a university (Fa…)
42	L'enseignement supérieur	Higher education
42	"Le stylo
un stylo
stylo"	Pen
42	"Le crayon
un crayon
crayon"	Pencil
42	La calculatrice	Calculator
42	Le bouquin	(Colloquial) Book
42	"Le cahier
un cahier
cahier"	"Notebook (Ca...)
copybook"
42	Nul	"Of poor quality, lousy, rubbish (Adj) (N…)"
42	Intelligent	Intelligent (Adj)
42	"Le papier
un papier
papier"	Paper
42	La feuille de papier	Sheet of paper
42	"La feuille
une feuille
feuille"	Leaf
42	Le bloc-notes	Notebook (book) (Bloc-n…)
42	Le classeur	Three-ring binder
42	"Le sac à dos
un sac à dos
sac à dos"	"Rucksack, backpack"
42	"La gomme
une gomme"	"Rubber, eraser"
42	La règle	Rule (regulation); ruler (measuring tool) (Rè…)
42	Le feutre	Marker (Feu…)
43	"Pour être honnête…
Pour être honnête"	To be honest…
43	"Le bras
un bras
bras"	Arm
43	"La jambe
une jambe
jambe"	Leg
43	"La main
main
une main"	Hand
43	"La tête
une tête
tête"	Head
43	Casser	"To break
break"
43	"Anglais
anglaise"	English (Adj)
43	Espagnol	The Spanish language; (Adj) Spanish
43	Russe	"Russian (Noun, Adj, and language)"
43	"Allemand
allemande"	German (Adj)
43	"Néerlandais
néerlandaise"	Dutch (Adj) (Né...)
43	"Hollandais
hollandaise"	Dutch (Adj) (H...)
43	"Italien
italienne"	Italian
43	"L'économie
une économie
économie"	Economics; economy
43	"La géographie
une géographie
géographie"	Geography
43	"L'histoire
une histoire
histoire"	"Story, tale; history"
43	L'ingénierie	Engineering
43	"L'ingénieur
un ingénieur
ingénieur"	Engineer
43	"La musique
une musique
musique"	Music
43	La littérature	Literature
43	Le dessin	Drawing; design (pattern) (De…)
43	Répondre	"To answer
answer
to reply
reply"
43	Acquérir	"To acquire
acquire"
43	S'asseoir	(reflexive) To sit down; to sit up; to take a seat
43	Devoir	"To have to (D...)
have to"
43	Dormir	"To sleep
sleep"
43	Falloir	"To have to (F...)
have to"
43	Partir	"To leave (P...)
leave"
43	Recevoir	"To receive
receive"
43	Savoir	"To know (used for facts, things known by heart, or abilities)
to know"
43	Servir	"To serve
serve"
43	Voir	"To see
see"
43	Boire	"To drink
drink"
43	Conduire	To drive (a vehicle) (Con…)
43	Croire	"To believe
believe"
43	Dire	"To say
say"
43	Rire	"To laugh
laugh"
43	"Le rire
un rire
rire"	Laugh
43	Adorer	"To adore
adore"
43	"La religion
religion
une religion"	Religion
43	Le Christianisme	Christianity
43	L'Islam	Islam
43	Le Judaïsme	Judaism
43	Le Juif	Jew (Male)
43	La Juive	Jew (Female)
43	L'athée	Atheist
43	Le Père noël	Santa Clause
43	Le 14 juillet	Bastille Day
43	L'anniversaire	Birthday
43	"Le gâteau
un gâteau
gâteau"	"Cake, biscuit"
43	"Le cadeau
un cadeau
cadeau"	"Present, gift"
43	La bougie	Candle
43	"La fête
une fête
fête"	"Celebration, party; holiday
party"
43	Inviter	"To invite
invite"
43	Donner une fête	To throw a party
43	Le Nouvel An	New Year's Day
43	Le Noël	Christmas
43	Le Réveillon	Christmas Eve
44	Porter	"To carry
carry"
44	Demander	"To ask for, to request
ask for
request"
44	Payer	"To pay
pay"
44	Payer à la caisse	To pay at the counter
44	Faire du shopping	To go shopping
44	Vendre	"To sell
sell"
44	Acheter	"To buy
buy
to purchase
purchase"
44	"Le magasin
un magasin
magasin"	"Shop, store (M...)"
44	Le centre commercial	Shopping mall
44	Le grand magasin	Department store
44	Le rayon	"Department (of department store), section (of shop)"
44	"La boutique
une boutique
boutique"	"Shop, store (B...)
boutique"
44	La pharmacie	Pharmacy
44	"Le marché
un marché
marché"	Market
44	"Le vendeur
un vendeur
vendeur"	Salesman
44	La vendeuse	Saleswoman
44	Le cassier	Cashier (Cas...) (Male)
44	La cassière	Cashier (Cas…) (Feminine)
44	"Cher
chère"	"Expensive
dear"
44	Chère	(Feminine form of cher)
44	En solde	On sale (En s…)
44	"Le prix
un prix
prix"	Price
44	Coûter	"To cost
cost"
44	"Le supermarché
un supermarché
supermarché"	Supermarket
44	L'hypermarché	Hypermarket
44	"La boucherie
une boucherie
boucherie"	"Butcher's shop
butcher's"
44	"La boulangerie
une boulangerie
boulangerie"	"Bakery
baker's
baker's shop"
44	"La pâtisserie
une pâtisserie
pâtisserie"	"Pastry shop
cake shop
patisserie"
44	Le dépôt de pain	A place that sells bread
44	La charcuterie	Delicatessen
44	La crèmerie	Dairy store
44	La poissonnerie	Seafood store; fishmonger (La poi…)
44	L'épicerie	Grocery store (É…)
44	Le cambrioleur	Burglar
44	Peser	"To weigh
to weigh"
44	Mener	"To drive, to take (M...)
drive
take"
45	Le plat régional	Local dish
45	Le vin de palme	Palm wine
45	La bière de gingembre	Ginger beer
45	La bière ougandaise	Ugandan beer
45	La bière de banane	Banana beer / banana wine
45	La viande de brousse	Bushmeat
45	Le maboké	"A dish in Centrafrican cuisine of Central African Republic. It is a fish dish, with ingredients wrapped in a type of leaf."
45	Le beurre de cacahuètes	Peanutbutter
45	La banane plantain	Plantain
45	"La banane
une banane
banane"	Banana
45	Le millet	Millet
45	"Le riz
rice"	Rice
45	Le sésame	Sesame
45	La sauce	Sauce
45	Le champignon	Mushroom
45	Le foufou	Fufu
45	La soupe d'egusi	Egusi soup
45	La graine	Seed
45	L'igname	Yam (feminine)
45	Le gombo	Okra
45	La patate douce	Sweet potato
45	L’arachide	Peanut (Ar…)
45	La cacahuète	Peanut (Ca…)
45	"La mangue
une mangue
mangue"	Mango
46	Le sous-continent	Subcontinent
46	L'Afrique subsaharienne	Subsaharan Africa
46	Le Sahara	Sahara
46	Exactement	Exactly (Adv)
46	L'Oubangui	Ubangi river
46	La République centrafricaine	Central African Republic
46	Le lac Victoria	Lake Victoria
46	Le haoussa	Hausa language
46	Le malgache	Malagasy language
46	"L'entreprise
une entreprise
entreprise"	"Enterprise, company"
46	"La compagnie
une compagnie
compagnie"	Company (C...)
46	L'œuvre	"Work, book, piece"
46	"La chemise
une chemise
chemise"	Shirt
46	"La cravate
une cravate
cravate"	"Necktie, tie"
46	Le pantalon	Trousers
46	Le complet	Suit (Com…)
46	Le costume	Suit (Cos…)
46	"Le manteau
un manteau
manteau"	Coat
46	"La robe
une robe
robe"	Dress
46	"La casquette
une casquette
casquette"	Cap
46	"Le casque
un casque
casque"	Headphones
46	Le polo	Polo shirt
46	"Le pull
un pull
pull"	"Jumper, sweater
pullover"
46	"La veste
une veste
veste"	Jacket
46	"Le jean
un jean
jean"	Jeans
46	Les chaussures	Shoes
46	La paire de chaussures	Pair of shoes
46	Les sandales	Sandals
46	Les tennis	Tennis shoes
46	Appuyer	"To press; to support (App...)
press
to press down
press down"
46	Employer	"To employ
employ"
46	Essayer	"To try
try"
46	Essuyer	"To wipe
wipe"
46	Nettoyer	"To clean (housework)
clean"
46	Tutoyer	(transitive) to thou (to address (someone) using the informal second-person pronoun tu rather than the formal vous)
46	"Le cinéma
un cinéma
cinéma"	"Cinema (The art of making movies, the movie industry, or a movie theatre) (C...)"
46	"La télévision
une télévision
télévision"	"Television
TV
TV set"
46	"Le sport
un sport
sport"	Sport
46	Sportif	Athletic (Adj) (S...)
47	Louer	"To rent
rent"
47	"Le film
un film
film"	Film
47	Filmer	"To film
film"
47	"Le film d'horreur
un film d'horreur
film d'horreur"	"Horror movie
horror movie"
47	"Le réalisateur
un réalisateur
réalisateur"	"Director, film maker"
47	La salle du cinéma	Theater showing room
47	Le guichet	"Ticket office, box office"
47	Le dessin animé	Cartoon
47	"Le documentaire
un documentaire
documentaire"	Documentary
47	Le film d'amour	Love story film
47	Le film d'aventures	Adventure movie
47	Le film de science-fiction	Science fiction movie
47	Appartenir	"To belong
belong"
47	Contenir	"To contain
contain"
47	Détenir	"To hold, to detain
hold
detain"
47	Retenir	"To retain
retain"
47	Se souvenir	"To remember, to recall
remember
recall
to recollect
recollect"
47	Soutenir	To support (Sou…)
47	Tenir	"To hold
hold"
47	Suggérer	"To suggest
suggest"
47	Proposer	"To propose, to suggest
propose
suggest"
47	Accélérer	"To speed up, to accelerate
speed up
accelerate"
47	Célébrer	"To celebrate (C...)
celebrate"
47	Espérer	To hope (Es…)
47	Oblitérer	To obliterate
47	Préférer	"To prefer
prefer"
47	"Sec
sèche"	Dry (Adj)
47	"Mouillé
mouillée"	Wet (Adj)
47	Sécher	To dry
47	Produire	"To produce
produce"
47	Réduire	To reduce
47	Traduire	"To translate
translate"
47	"La traduction
une traduction
traduction"	Translation
47	Le traducteur	Translator
47	Découvrir	"To discover
discover"
47	Tomber	To fall
47	Descendre	"To go down
go down"
47	Entrer	To enter
47	Revenir	"To come back
come back
to return
return"
48	Se lever	To get up
48	Se laver	To wash (oneself)
48	Se raser	To shave
48	Se doucher	To shower
48	"La douche
une douche
douche"	Shower
48	Se baigner	To bathe (oneself)
48	Se brosser les dents	To brush one's teeth
48	S'habiller	To dress (oneself)
48	Falloir	"To have to (F...)
have to"
48	"La faute
une faute
faute"	Fault
48	Nager	"To swim
swim"
48	Exiger	"To require (Ex...)
require"
48	Permettre	"To allow, to permit
allow
permit"
48	Remettre	"To put back
put back"
48	Soumettre	"To submit
submit"
48	Mettre au jour	To bring to light
48	Mettre de l'argent de côté	To put money aside
49	"La banane
une banane
banane"	Banana
49	"La cerise
une cerise
cerise"	Cherry
49	"Le citron
citron
un citron"	Lemon
49	La fraise	Strawberry
49	"L'orange
une orange
orange"	Orange (feminine)
49	"La pomme
une pomme
pomme"	Apple
49	"Le raisin
un raisin
raisin"	Grape
49	Le pamplemousse	Grapefruit
49	"La carotte
une carotte
carotte"	Carrot
49	"Les épinards
épinards
des épinards"	Spinach
49	"L'oignon
un oignon
oignon"	Onion
49	Les petits pois	Peas
49	"La pomme de terre
une pomme de terre
pomme de terre"	Potato
49	"La tomate
une tomate
tomate"	Tomato
49	Les asperges	Asparagus
49	Les haricots	Beans
49	Les fruits de mer	Seafood
49	"L'agneau
un agneau
agneau"	Lamb
49	La dinde	Turkey
49	"Le jambon
un jambon
jambon"	Ham
49	"Le porc
porc"	Pork
49	"Le poulet
un poulet
poulet"	Chicken
49	"Le bœuf
un boeuf
boeuf"	Beef
49	"La saucisse
une saucisse
saucisse"	Sausage
49	Le crabe	Crab
49	Le saumon	Salmon
49	"Le beurre
un beurre
beurre"	Butter
49	"Le fromage
un fromage
fromage"	Cheese
49	"Le fromage blanc
un fromage blanc
fromage blanc"	"Cottage cheese
fromage blanc"
49	"Le lait
un lait
lait"	Milk
49	"Le yaourt
yaourt
un yaourt"	Yogurt
49	"Le bonbon
un bonbon
bonbon"	"Sweet, candy"
49	"Le chocolat
un chocolat
chocolat"	Chocolate
49	"Le gâteau
un gâteau
gâteau"	"Cake, biscuit"
49	"La glace
glace
de la glace"	"Ice, ice cream"
49	La mousse	Mousse
49	"La tarte
une tarte
tarte"	"Pie, tart"
49	La glace au chocolat	Chocolate ice cream
49	La glace à la vanille	Vanilla ice cream
49	La crêpe	Pancake
49	La moutarde	Mustard
49	"Le pain
un pain
pain"	Bread
49	"Le poivre
poivre
un poivre"	Pepper (black)
49	"Le sel
un sel
sel"	Salt
49	"Le sucre
sucre
un sucre"	Sugar
49	La confiture	Jam
49	"La bière
une bière
bière"	"Beer, ale, lager"
49	"Le café
un café
café"	Coffee
49	"Le lait chocolaté
chocolat au lait"	Chocolate milk
49	"Le chocolat chaud
un chocolat chaud
chocolat chaud"	"Hot chocolate
hot cocoa"
49	Le coca	Coke
49	"La limonade
une limonade
limonade"	Lemonade
49	"Le jus
un jus
jus"	Juice
49	Le jus d'orange	Orange juice
49	Le jus de pomme	Apple juice
49	Le jus de tomate	Tomato juice
49	Le thé	Tea
49	"Le vin
le vin
un vin
du vin"	Wine
49	"Commander
ordonner"	"To order (At a restaurant)
order"
49	"Le poisson
un poisson
poisson"	Fish
50	La cuisine	Kitchen; cuisine
50	La salle à manger	Dining room
50	"Le restaurant
un restaurant
restaurant"	Restaurant
50	"Le repas
un repas
repas"	Meal
50	Le petit déjeuner	Breakfast
50	Le déjeuner	Lunch
50	Dîner	"To dine
dine"
50	Le dîner	Dinner
50	"Le goûter
un goûter
goûter"	"Snack
afternoon tea"
50	Goûter	"To taste
taste"
50	Avoir faim	To be hungry
50	Avoir soif	To be thirsty
50	Mettre le couvert	To set the table
50	Préparer un repas	To prepare a meal
50	Le gramme	Gram
50	Le kilo	Kilogram
50	"La bouteille
une bouteille
bouteille"	Bottle
50	La boîte	"Box, container; tin, can; club (like a nightclub)"
50	"Le pot
un pot
pot"	"Jar, pot, tub"
50	Arriver	To arrive; to happen; to manage to
50	Trouver	"To find
find
to find out
find out"
50	La table occupée	Occupied table
50	La table libre	Free table
50	Désirer	"To desire
desire"
50	"Le serveur
serveur
un serveur"	Waiter
50	La serveuse	Waitresse
50	La carte	Menu
50	L'addition	Check (at the end of a meal)
50	"Le pourboire
un pourboire
pourboire"	"Tip, gratuity"
50	Laisser	"To leave (Lai...)
leave"
50	Commencer	"To begin
begin
to start
start"
50	Effacer	"To erase
erase"
50	"L'assiette
une assiette
assiette"	Plate
50	"L'assiette de crudités
une assiette de crudités
assiette de crudités"	Plate of raw vegetables
50	"Le bol
un bol
bol"	Bowl
50	La soucoupe	Saucer
50	"Le couteau
un couteau
couteau"	Knife
50	"La cuillère
une cuillère
cuillère"	Spoon
50	"La petite cuillère
une petite cuillère
petite cuillère"	Teaspoon
50	"La fourchette
une fourchette"	Fork
50	La serviette	Napkin
50	La nappe	Tablecloth
50	"La tasse
une tasse
tasse"	Cup
50	"Le verre
un verre
verre"	Glass
50	Apparaître	"To appear
appear"
50	Disparaître	"To disappear
disappear"
50	Naître	"To be born
be born"
50	Téléphoner	"To telephone
telephone
to phone
phone"
50	E-mail-adresse	E-mail address (E-mail…)
50	Envoyer	"To send
send"
51	Dire	"To say
say"
51	Recevoir	"To receive
receive"
51	Envoyer	"To send
send"
51	"L'ordinateur
un ordinateur
ordinateur"	Computer
51	L'écran	Screen
51	Le clavier	Keyboard
51	"La souris
une souris
souris"	Mouse
51	L'imprimante	Printer
51	"Le disque
un disque
disque"	Disc
51	Utiliser	"To use
use
to utilise
utilise
to utilize
utilize
to employ
employ"
51	Taper	To type (on a computer)
51	Sauvegarder	To save (a file)
51	"Le fichier
un fichier
fichier"	File (computing)
51	Le software	Software
51	Le hardware	Hardware
51	"Le logiciel
un logiciel
logiciel"	Software (Log...)
51	"Le programme
un programme
programme"	Program
51	"La programmation
une programmation
programmation"	Programming
51	"Le document
un document
document"	Document; (computing) file)
51	Connecter	"To connect
connect"
51	Être connecté	To be connected
51	"Le site
un site
site"	Site
51	Télécharger	To download
51	Cliquer	To click
51	Allumer	"To turn on
turn on"
51	Éteindre	"To put out (of a fire)
put out"
51	Naviguer sur Internet	To navigate the internet (Nav…sur in…)
51	Les langues slaves	Slavic languages
52	"L'aéroport
un aéroport
aéroport"	Airport
52	"Le passeport
un passeport
passeport"	Passport
52	Le chariot	Shopping cart
52	Les arrivées	Arrivals (at an airport)
52	Les départs	Departures (at an airport)
52	Les bagages	Baggage
52	Les bagages à main	Carry-on baggage
52	La livraison des bagages	Baggage claim
52	Enregistrer	To check in (one's baggage)
52	Arriver en avance	To arrive early
52	Arriver en retard	To arrive late
52	La compagnie aérienne	Airline company
52	Le billet d'avion simple	One-way plane ticket
52	Le billet d'avion aller-retour	Round-trip plane ticket
52	La classe tourisme	Coach (on a plane)
52	La première classe	First class (on a plane)
52	Passer à la douane	To go through customs
52	Le contrôleur	Security officer
52	La porte	Gate (at an airport)
52	Embarquer	To board (a plane)
52	"L'avion
un avion
avion"	"Plane, aircraft (masc)"
52	Décoller	"To take off
take off"
52	Le décollage	Take-off (Noun) (Dé...)
52	Le vol	Flight; theft
52	"Le pilote
un pilote
pilote"	Pilot
52	L'hôtesse de l'air	Flight attendant (Hôt…)
52	Le steward	(Male equivalent of hôtesse de l'air)
52	"Le passager
un passager
passager"	Passenger
52	Atterrir	To land (Att…)
52	L'atterrissage	Landing
52	Athènes	Athens (I think this doesn't go with a definite article)
52	Moscou	Moscow
52	Bucarest	Bucharest
52	Varsovie	Warsaw
52	Vienne	Vienna
52	Londres	London
52	Lisbonne	Lisbon
52	Bruxelles	Brussels
53	"Allemand
allemande"	German (Adj)
53	"Américain
américaine"	American (Adj)
53	Birman	Burmese (Adj)
53	Écossais	Scottish (Adj)
53	Israélien	Israeli (Adj)
53	"Japonais
japonaise"	Japanese (Adj)
53	"Anglais
anglaise"	English (Adj)
53	Australien	Australian (Adj) (Masc)
53	Britannique	British (Adj)
53	Belge	Belgian (Adj)
53	Cambodgien	Cambodian (Adj)
53	Mauricien	Mauritian (Adj)
53	Malaisien	Malaysian (Adj)
53	"Canadien
canadienne"	Canadian (Adj)
53	"Portugais
portugaise"	Portuguese (Adj)
53	Singapourien	Singaporean (Adj)
53	"Suédois
suédoise"	Swedish (Adj)
53	Coréen	Korean (Adj)
53	"Indien
indienne"	Indian (Adj)
53	Indonésien	Indonesian (Adj)
53	Vietnamien	Vietnamese (Adj)
53	Vénézuélien	Venezuelan (Adj)
53	"Néerlandais
néerlandaise"	Dutch (Adj) (Né...)
53	Suisse	Swiss (Adj)
53	Thaïlandais	Thai (Adj)
53	Philippin	Filipino (Adj)
53	"Mexicain
mexicaine"	Mexican (Adj)
53	"Marocain
marocaine"	Moroccan (Adj)
53	Néo-Zélandais	"New Zealand, New Zealander (Adj)"
53	"Polonais
polonaise"	Polish (Adj)
53	Russe	Russian (Adj)
53	Sénégalais	Senegalese (Adj)
53	"Irlandais
irlandaise"	Irish (Adj)
53	"Européen
européenne"	European (Adj)
53	Brésilien	Brazilian (Adj)
53	Asiatique	Asian (Adj)
53	"Algérien
algérienne"	Algerian (Adj)
53	Biélorusse	Belarusian (Adj)
53	Croate	Croatian (Adj)
53	Slovène	Slovenian (Adj)
53	Serbe	Serbian (Adj)
53	Bosniaque	Bosniak (Adj)
53	Macédonien	Macedonian (Adj)
53	Monténégrin	Montenegrin (Adj)
53	"Albanais
albanaise"	Albanian (Adj)
53	Grec	Greek (Adj)
53	Hongrois	Hungarian (Adj) (Ho…)
53	Bulgare	Bulgarian (Adj)
53	Roumain	Romanian (Adj)
53	Ukrainien	Ukranian (Adj)
53	Soudanais	Sudanese (Adj)
53	Arabe	Arabic (Adj)
53	"Égyptien
égyptienne"	Egyptian (Adj)
53	Gallois	Welsh (Adj)
53	Slave	Slavic (Adj)
53	Sud-soudanais	South Sudanese (Adj)
53	Éthiopien	Ethiopian (Adj)
53	Norvégien	Norwegian (Adj)
53	Islandais	Icelandic (Adj)
53	Groenlandais	Greenlandic (Adj)
53	Sud-américain	South American (Adj)
53	Nord-américain	North American (Adj)
53	Romain	Roman (Adj)
53	"Chinois
chinoise"	Chinese (Adj)
54	La tâche	Task
54	"Le jeu
un jeu
jeu"	Game; play (at a theatre)
54	"Le jouet
un jouet
jouet"	Toy
54	Réussir	"To succeed
succeed"
54	Corriger	"To correct
correct"
54	"Les vacances
vacances
des vacances"	"Holiday
vacation
holidays"
54	"Le bouchon
un bouchon
bouchon"	Traffic jam (B...)
54	Le parc d'attractions	Amusement park
54	"L'autoroute
une autoroute
autoroute"	"Motorway, highway, freeway"
54	Certainement	"Certainly (with certainty, without doubt) (Adv)
for sure"
54	"La sieste
une sieste
sieste"	Nap
54	"La peinture
une peinture
peinture"	Painting (not tableau)
54	Vivement	"Forcefully, vigorously (Adv) (Viv…)"
54	Croire	"To believe
believe"
54	Sourire	"To smile
smile"
54	Réparer	"To repair
repair
to fix
fix"
54	Le mode subjonctif	The subjunctive mood
54	"Le chômage
un chômage
chômage"	"Unemployment
joblessness"
54	"L'employeur
un employeur
employeur"	Employer
54	"Le travail
travail
un travail"	"Work, job, task"
54	Tous les jours	Every day (Tous les j...)
54	Chercher	"To look for (Ch...)
look for
to search for
search for
seek
seek"
54	"Le chercheur
chercheur
un chercheur"	Researcher
54	"L'entretien
un entretien
entretien"	"Interview (for a job)
interview"
54	"L'embauche
une embauche
embauche"	Hiring
54	Embaucher	"To hire
hire"
54	"La chance
une chance
chance"	"Chance, luck"
55	Avoir mal à…	"To have an ache in…, to hurt (Avoir…)"
55	Avoir mal à la tête	To have a headache
55	Avoir mal aux dents	To have a toothache
55	Être malade	To be sick
55	Avoir la grippe	To have the flu
55	Avoir de la fièvre	To have a fever
55	Être enrhumé	To have a cold
55	Vomir	"To throw up
throw up
to vomit
vomit"
55	Tousser	To cough
55	Saigner	To bleed
55	S'évanouir	To faint
55	Éternuer	To sneeze
55	Avoir mal au ventre	To have a bellyache
55	Avoir mal partout	To ache all over
55	Avoir des maux de cœur	"To feel sick, nauseous"
56	Poliment	Politely (Adv)
56	Constamment	"Constantly, endlessly (Adv)"
56	Récemment	"Recently, lately (Adv)
not long ago"
56	Précisément	Precisely
56	Gentiment	"Nicely, friendly, kindly (Adv) (G...)"
56	"Mauvais
mauvaise"	Bad (Adj)
56	Mal	Badly (Adv)
56	"Meilleur
meilleure
le meilleur
la meilleure"	"Best, better (Adj)"
56	Mieux	Better (Adv)
56	Pire	Worse (Adj)
56	Pis	Worse (Adv)
56	Ainsi	Thus (Adv)
56	Complètement	"Completely (Adv)
totally"
56	Complètement vrai	Completely true (Com…vr…)
56	Pas possible	Not possible (Pas pos…)
56	Tellement	So much (in that manner) (Adv)
56	Il est tellement bon !	He is so good! (Il est tell… bon !)
56	Jamais	Never (Adv)
57	"La tête
une tête
tête"	Head
57	"Le corps
un corps
corps"	Body
57	"Le bras
un bras
bras"	Arm
57	"La jambe
une jambe
jambe"	Leg
57	"La poitrine
une poitrine
poitrine"	"Chest, breast, bosom"
57	"Le ventre
un ventre
ventre"	Stomach (V...)
57	"L'épaule
une épaule
épaule"	Shoulder
57	"Le coude
un coude
coude"	Elbow
57	"Le poignet
poignet
un poignet"	Wrist
57	"La main
main
une main"	Hand
57	"Le doigt
un doigt
doigt"	Finger
57	"Le genou
un genou
genou"	Knee
57	"Le pied
un pied
pied"	Foot
57	L'orteil	Toe
57	L'œil	Eye; eye (of a needle); glyph
57	Les yeux	Eyes (plural of œil)
57	Les œils	"(Plural of œil as the eye of a needle or as a glyph, 'les yeux' is for the anatomical eye)"
57	La bouche	Mouth
57	La dent	Tooth
57	"La langue
une langue
langue"	Tongue; language
57	"Le nez
un nez
nez"	Nose
57	"L'oreille
une oreille
oreille"	Ear
